game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-07-06T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-07-13T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-07-20T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-07-27T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-08-03T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-08-10T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-08-17T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-08-24T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-08-31T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-09-07T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-09-14T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-09-21T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-09-28T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-10-05T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-10-12T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-10-19T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-10-26T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-11-02T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-11-09T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-11-16T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-11-23T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-11-30T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-12-07T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-12-14T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-12-21T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2021-12-28T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-01-04T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-01-11T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-01-18T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-01-25T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-02-01T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-02-08T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-02-15T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-02-22T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-03-01T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-03-08T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-03-15T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-03-22T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-03-29T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-04-05T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-04-12T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-04-19T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-04-26T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-05-03T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-05-10T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-05-17T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-05-24T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-05-31T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-06-07T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-06-14T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-06-21T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-06-28T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-07-05T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-07-12T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-07-19T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-07-26T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-08-02T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-08-09T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-08-16T00:00:00,18ql99qj,y2xrlk9m,184.92
Arachnia,268w9w96,Any%,7dgxo04k,None,2022-08-23T00:00:00,18ql99qj,y2xrlk9m,184.92
