game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-11-16T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-11-23T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-11-30T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-12-07T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-12-14T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-12-21T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Course (Non-PRB),rkl0p8rk,ldyvn5jd,2022-12-28T00:00:00,elHongo14,mkdgg35y,140.886
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-08-24T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-08-31T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-09-07T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-09-14T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-09-21T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-09-28T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-10-05T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-10-12T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-10-19T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-10-26T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-11-02T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-11-09T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-11-16T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-11-23T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-11-30T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-12-07T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-12-14T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-12-21T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,rdnv6ln9,2022-12-28T00:00:00,8ge971rj,y9x925vy,30.828
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-08-24T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-08-31T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-09-07T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-09-14T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-09-21T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-09-28T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-10-05T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-10-12T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-10-19T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-10-26T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-11-02T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-11-09T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-11-16T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-11-23T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-11-30T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-12-07T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-12-14T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-12-21T00:00:00,elHongo14,m7xddgwy,46.466
NijiKart DS,y655ny86,Flap (Non-PRB),wdmme15d,ldyvn5jd,2022-12-28T00:00:00,elHongo14,m7xddgwy,46.466
